"Cikkszám";"Termék Név";"Státusz";"Nettó Ár";"Bruttó Ár";"Rövid Leírás";"Tulajdonságok";"Link";"Min. Menny.";"Max. Menny.";"Raktárkészlet";"Vásárolható, ha nincs Raktáron";"Változatokhoz Raktárkészlet";"Alacsony készlet";"Kép kapcsolat"
"H120";"Chicco FIAT 500 távirányítós autó";"2";"9440.9449";"11990";"<!HTML KOD><p><strong>Új hibátlan csomagolás nélküli termék</strong><br />A Fiat 500 egy vidám megjelenésű új játékautó.<br />Az autó valósághű hangokat ad<br />A kormánykerék-vezérlés megkönnyíti az autó elfordítását; csak fordítsa el a kormánykereket a kívánt oldalra, és az autó fordul.<br />Nyomja meg a központi gombot a trombita meghallgatásához.<br />Fejleszti a kézi és a vizuális koordinációt.<br />Alkalmas gyermekeknek 2 éves kortól.</p>";"";"";"1";"";"1";"0";"0";"";""
"F013";"CHICCO Koala’s Family rögzíthető játék";"1";"3929.1339";"4990";"<p><strong>Új</strong></p><br />Ajánlott kor (hó): 6-36<br />Korcsoport: bébi, kisgyerek<br />Anyaga: műanyag, plüss<br />Rögzíthető: babakocsira, hordozóra, járókára, kiságyra<br />Felszereltsége: csörgő, tükör<br />A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H069";"Eichhorn fa járássegítő";"2";"11803.1496";"14990";"A járássegítő elején és mindkét oldalán szórakoztató és egyben fejlesztő játékokat talál<br />Színek tanítására alkalmas játék a járássegítő oldalán<br />Unisex<br />Életkor: 18 hónap +<br />Méret: 33,5 x 32 x 51 cm";"";"";"1";"";"1";"0";"0";"";""
"H145";"FEHN Playglove Safari ujjbáb";"2";"2748.0315";"3490";"Ajánlott kor (hó): 0+<br />Korcsoport: bébi<br />Anyaga: plüss<br />Kiszerelés (db): 1<br />Fejleszti: alak és forma felismerését, hallást<br />Felszereltsége: csörgő, tükör<br />Mérete (kb. cm): 25*20<br />Tisztítása: bevarrt textilkresz szerint, kézi mosással";"";"";"1";"";"1";"0";"0";"";""
"H144";"Fehn plüss képeskönyv, Bruno Bear Fawn";"2";"2748.0315";"3490";"Book Soft Toy Fawn kb. 11 x 11 cm<br />8 oldal színes motívumokkal<br />Babakocsira rögzíthető";"";"";"1";"";"1";"0";"0";"";""
"H143";"Fehn Plüss könyv, Aiko és Yuki";"2";"2748.0315";"3490";"A fütyülő, ráncos papír és a tükör a tapintás és az első önismeret érzetét kelti a gyermekben.<br />A C-gyűrű lehetővé teszi a babahordozó, babakocsi vagy gyermekágy könnyű rögzítését.<br />Tökéletes játék a nagyszerű szórakozáshoz - akár otthon, akár útközben!";"";"";"1";"";"1";"0";"0";"";""
"H122";"Fisher-Price - Első formabedobó";"2";"2118.1102";"2690";"<!HTML KOD><p><strong>A doboza enyhén sérült</strong><br />Készségfejlesztő játék - fiúknak és lányoknak, ajánlott életkor: 6 hónap</p>";"";"";"1";"";"1";"0";"0";"";""
"G011";"Fisher-Price járássegítő játék babakocsi";"2";"7866.1417";"9990";"<!HTML KOD><p><span style=""color: #ff0000;""><b>- Új,Bontott gyári csomagolás</b></span></p><p>- Játék babakocsi sétáló funkcióval<br />- Apró játékok a babakocsin : maci forgó játék, forgó görgő<br />- Hangfunkcióval <br />- A medve pocakjának megnyomásakor zene szól<br />- Tolási magasság: kb. 50 cm<br />- 9 hónapos kortól</p>";"";"";"1";"";"1";"0";"0";"";""
"H158";"GAGAKU Baby játák bébihordozó";"2";"3929.1339";"4990";"Ideális a gyerekeknek a kedvenc babájukat magukkal vigyék<br />100% puha pamutszövet; pamut bélés és szövet, gyengéd a gyermekek bőrének<br />Állítható pántokkal<br />0,18 kg, 14 × 25 × 32,5 cm (H × Sz × M)<br />Nem szabad gyermekek vagy élő állatok szállítására használni";"";"";"1";"";"1";"0";"0";"";""
"G039";"Haba Fűzhető fajáték";"2";"4716.5354";"5990";"Összesen 50 különböző szimbólummal és fából készült gyöngyökkel újra és újra új  nyakláncokat készíthet.<br />Könnyen tárolható a praktikus dobozban, és ideális útközben.<br />Képzi a finommotorikát és elősegíti a kreativitást.<br />3 éves kortól ajánlott";"";"";"1";"";"1";"0";"0";"";""
"B033";"Klorofil Jatékszett John Figurával";"1";"2590.5512";"3290";"1,5 - 5 éves korig ajánlott.";"";"";"1";"";"1";"0";"0";"";""
"C034";"Magic Touch HAPE Fa Játékos Zenés Tablet (Angol,Spanyol,Francia)";"1";"3141.7323";"3990";"Angol,Spanyol,Francia Nyelvű!<br />Magic Touch technológia<br />Több mint 150 dallamot játszik le, és három különböző nyelvet mutat be<br />6 hónapos kortól ajánlott<br />Anyaga: Minőségi fából készült";"";"";"1";"";"1";"0";"0";"";""
"H026";"Munchin fürdőjáték 8db";"2";"2748.0315";"3490";"<!HTML KOD><p><strong>Csomagolás nélküli termék</strong><br />9 hónapos kortól ajánlott</p>";"";"";"1";"";"2";"0";"0";"";""
"H056";"Munchkin fürdőjáték játék Floating Bubble";"2";"1566.9291";"1990";"Szuper kézségfejlesztő játék<br />Forog csörög<br />Érdekes a babák számára";"";"";"1";"";"1";"0";"0";"";""
"G087";"NATTOU HINTÁZÓ PLÜSS ÁLLAT NINA JADE AND LILI NINA NYUSZI";"2";"25976.378";"32990";"Puha hintanyúszi 10–36 hónapos gyermekek számára, játékkal elősegítve a gyermek fejlődését, <br />Ideális ajándék első születésnapra, <br />10 hónaptól megfelelő.<br />Előre-hátra lendítés a gyermek megnyugtatására, egyben játékos egyensúlyi edzés és az izmok erősítése.<br />Abszolút biztonság: különösen biztonságos játék az ülésen található biztonsági övnek, a széles fa szerkezetnek és a robusztus fogantyúknak köszönhetően<br />Doboz tartalma: 1 x hintanyúszi Nina Nattou, 10-36 hónap, anyaga: 100% poliészter, méretek: 60 x 39 x 50 cm, színe: bézs / rózsaszín";"";"";"1";"";"2";"0";"0";"";""
"H082";"Pinolino Fiete fa járássegítő";"2";"13377.9528";"16990";"<!HTML KOD><p><strong>Új, Ellenőrzés céljából bontott dobozos termék</strong><br />Folyamatosan állítható fékrendszerrel, gumírozott fa kerekekkel, acéltengelyekkel<br />Méretek: 60 x 36 x 47 cm,<br />Alapméret 28 x 28 cm<br />A tolókar magassága 46 cm<br />bükk (tömör, lakkozott)<br />1 éves kortól alkalmazható</p>";"";"";"1";"";"1";"0";"0";"";""
"G035";"Playgro Bath Toy Fürdőjáték szett";"1";"3929.1339";"4990";"Új, hiánytalan, ezstétikailag sérült doboz<br />Anyaga:műanyag";"";"";"1";"";"1";"0";"0";"";""
"D114";"Roba Hintaló";"1";"11803.1496";"14990";"Új, sérült gyári csomagolás<br />12 hónapos kortól ajánlott<br />Biztonságos, hosszú talp mellyel nem lehet hirtelen himbálózni<br />Gyönyörű kivitelezés<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br />";"";"";"1";"";"1";"0";"0";"";""
"H137";"Roba Játék Pémztárgép tartozékokkal";"2";"8653.5433";"10990";"<!HTML KOD><p><strong>Új, Hiánytalan termékellenőrzés miatt bontott, esztétikailag sérült doboz</strong><br />Pénztárgép beépített szkennerrel<br />Futószalag<br />Hangszórók és számológép<br />Játékpénz, EC-kártya</p>";"";"";"1";"";"1";"0";"0";"";""
"E031";"Roba Kesztyűs Bábjáték Textil (6db)";"1";"4716.5354";"5990";"Puha tapintású textil anyag.<br />6 darab együtt jár<br />Különböző játékos figurák<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br />";"";"";"1";"";"2";"0";"0";"";""
"G019";"Roba Scarlett Dolls játék kisszekrény(gardrób)";"2";"8653.5433";"10990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Összerelt állapotban, újszerű, apróbb karcok</strong></span><br />Ideális kis játék ruhásszekrény gyerekeknek<br />Méretek:31 x 25 x 52 centiméter<br />3 éves kortól ajánlott</p>";"";"";"1";"";"1";"0";"0";"";""
"G054";"RUBY fa játék készlet babáknak";"1";"3929.1339";"4990";"<p><span style=""color: #ff0000;""><strong>Bontott dobozos termék, egy figura hiányzik</strong></span><br />11 db<br />Kézzel készített <br />Fából készült figurák természetes anyagokból, nem mérgezőek, ártalmatlanok a csecsemők számára.<br />Könnyen tisztítható, csak meleg szappanos vízzel.<br />Javítja a tapintási fejlődést</p>";"";"";"1";"";"1";"0";"0";"";""
"H024";"RUBY fa játék készlet babáknak 12db-os";"1";"4244.0945";"5390";"<!HTML KOD><p><strong>Bontott dobozos termék</strong><br />Kézzel készített<br />Fából készült figurák természetes anyagokból, nem mérgezőek, ártalmatlanok a csecsemők számára.<br />Könnyen tisztítható, csak meleg szappanos vízzel.<br />Javítja a tapintási fejlődést</p>";"";"";"1";"";"1";"0";"0";"";""
"G043";"Selecta Space Grab fagömb 11 cm";"2";"3141.7323";"3990";"<!HTML KOD><p><strong>Új, gyári csomag nélkül</strong><br />Kézzel készített, kiváló minőségű anyagból. <br />Természetes fa anyagból készült.<br />Funkcionális és vonzó kialakítás. Erős és tartós.<br />Méret: 11cm</p>";"";"";"1";"";"1";"0";"0";"";""
"G010";"Sophie la Giraffe játszóalagút ";"2";"9834.6457";"12490";"<!HTML KOD><p><strong>Új, esztétikailag sérült doboz</strong><br />Alagút mászáshoz és bujkáláshoz.<br />Az integrált hálóablak <br />Színes Sophie la girafe és barátai tervezéssel.<br />Méretek:Hossz 150cm, Átmérő 46cm</p>";"";"";"1";"";"1";"0";"0";"";""
"C089";"Sophie Zsiráf Szett";"1";"7795.2756";"9900";"100% kaucsukból készült";"";"";"1";"";"1";"0";"0";"";""
"F030";"SPLASH fürdőjáték";"1";"2590.5512";"3290";"Fantáziadús játék és szórakozás a fürdőben<br />Kéz-szem koordináció<br />Csatlakoztatható és színes gyűrű<br />6 x úszó vízi állatfigura<br />6 x színes  összekapcsolható gyűrű<br />Anyagösszetétel:	Műanyag";"";"";"1";"";"1";"0";"0";"";""
"F063";"Spohie la Giraffe fürdőkönyv";"1";"2748.0315";"3490";"Mini könyv szett vízálló és könnyen tisztítható.<br />Mérete: 9×9 cm";"";"";"1";"";"1";"0";"0";"";""
"H025";"Sterntaler kiságyforgó állvány";"1";"3141.7323";"3990";"Ideális mobil figurák rögzítésére.<br />Többféle kombinációs lehetőség<br />Könnyen rögzíthető a mobil keret a gyermekágyhoz<br />Doboz tartalma: 1 db Sterntaler mobiloszlop, mérete: 57 cm, színe: fehér.";"";"";"1";"";"2";"0";"0";"";""
"H008";"Taf Toys Játék karika";"2";"7866.1417";"9990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, csomagolás nélküli termék</strong></span><br />All Around Me egyedüli játék karika a Taf Toys márkától 24 különböző aktivitással a gyermeked különböző fejlődési fázisára. <br />Több részből áll, amelyek könnyen és gyorsan összekapcsolhatók. <br />A nyílásokhoz bármilyen tevékenység-kombináció kapcsolódhat, így mindig új környezetet készíthetsz gyermeked számára felfedezésre.<br />Születéstől – tevékenységek kontrasztos képekkel fekete-fehér kialakításban<br />2 hónapos kortól – tarka susogó játékok erőteljes színes képekkel<br />4 hónapos kortól – az egyes játékok különféle textúráinak felfedezése (susogás, fütyülés vagy zörgés)<br />Szórakozás a hason játszó gyermek számára – a nyak és a hátizmok erősítése<br />Az egyes érzékszervek és motorikus képességek fejlesztése<br />Könnyen összeszerelhető és szétszedhető<br />Ajánlott kor Újszülött kortól</p>";"";"";"1";"";"1";"0";"0";"";""
"G028";"Tiny Love Mobile Tummy Time Mobile Days rögzíthető játék";"1";"7866.1417";"9990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Bontott csomagolás, Új</strong></span><br />Ajánlott kor (hó): 0+<br />Korcsoport: bébi<br />Anyaga: műanyag<br />Rögzíthető: babakocsira, hordozóra<br />Rögzítés módja: csiptetővel<br />Dallamot játszik<br />Működtetése: elemmel (3 x 1,5 V-os AA LR6)<br />Elemet tartalmaz: nem<br />Tisztítása: puha, nedves ronggyal<br />Zenélés ideje (kb. perc): 30<br />Világít<br />Forog</p>";"";"";"1";"";"1";"0";"0";"";""
"H119";"Trousselier Kisherceg mozgó figurás zenedoboz";"2";"5503.937";"6990";"Fa zenedoboz két mágneses figurával<br />A táncoló alakok felkeltik a gyerekek érdeklődését";"";"";"1";"";"1";"0";"0";"";""
"H073";"Vtech kreatív 2 az 1-ben járássegítő";"2";"9440.9449";"11990";"<!HTML KOD><p><strong>Új Hibátlan </strong><br /><strong>Bontott esztétikailag sérült doboz</strong><br />Funkciók: Zenél, énekel, csörgő, zörgő hangot adó funkciók vannak rajta.(Német nyelvű)<br />A játszó panel levehető, külön is használható<br />Levehető telefonnal<br />Hangerő-szabályozó</p>";"";"";"1";"";"1";"0";"0";"";""
"H148";"VTech Switch & Go Dinos T-Rex Játékfigura";"2";"5110.2362";"6490";"<!HTML KOD><p><strong>Sérült dobozos új termék</strong><br />Dinoszaurusz hang- és fényhatások (A játék német nyelven ""beszél"")<br />Dinó- és jármű üzemmód<br />LCD képernyő<br />Hangerő-szabályozás<br />Gyermekbiztonsági elemtartó, automatikus kikapcsolás<br />Tartozék elemek (2 x AAA)</p>";"";"";"1";"";"1";"0";"0";"";""
"B005";"Babymoov 2in1 Bébikomp";"1";"12590.5512";"15990";"<!HTML KOD><p><strong>-Bontott termék, esztétikailag sérült csomagolás</strong><br />-Állítható magasság 3 fokozatban.<br />-Kompakt, könnyen összecsukható<br />-Körülbelül 20 cm-es keskeny térben tárolható.<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"D118";"Babymoov Prémium Bébikomp 66 x 13,7 x 74 cm ";"1";"22039.3701";"27990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>-Új, bontott, esztétikailag sérült doboz</strong></span><br />-Méretek 66 x 13,7 x 74 cm<br />-Babymoov 5 az 1-ben bébikomp és hinta<br />-Tárgy súlya 5,7 kg<br />-Könnyen tárolható: teljesen laposra hajtogatható<br />-Állítható magasság 3 fokozatban<br />-Különböző hang- és fényjátékok<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"G066";"HAUCK Ride on 123 bébikomp";"2";"16921.2598";"21490";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, bontott dobozos termék</strong></span><br />Ajánlott kor (hó): 6+<br />Korcsoport: bébi, kisgyerek<br />Terhelhetősége (max. kg): 18<br />FIGYELMEZTETÉS – Ne használja lépcsőn, küszöbön vagy egyenetlen felületen<br />Segítség nélkül felülni képes gyermekeknek, kb. 6 hónapos kortól ajánlott. Önállóan járni tudó vagy 12 kg-nál nehezebb gyermekek részére nem ajánlott.<br />A talpon csúszásgátló réteg akadályozza meg a lecsúszást<br />Állítható magasság<br />Felszereltsége: duda, játékpult, tükör<br />Jellemző: könnyen tisztítható, mozgásra ösztönöz<br />Mérete nyitva HxSzxM (cm): 70x66x51<br />Működtetése: elemmel (2 x 1,5 V-os AA LR6)<br />Összecsukható<br />Súlya (kg): 4,65<br />Zenél<br />Elemet tartalmaz: nem<br />Hangot ad<br />Villog<br />Ülőrésze párnázott<br />Mérete összecsukva - H x Sz x M (cm): 70x66x47</p>";"";"";"1";"";"1";"0";"0";"";""
"G064";"Roba Ride-On Monster Bébi taxi";"2";"14165.3543";"17990";"Roba bébitaxival a kicsik játékosan edzhetik egyensúlyérzéküket és testkoordinációjukat<br />A Wheely Bug kerekei 360 ° -kal elfordíthatók, és előre, hátra, oldalra és mindenfelé gurulhatnak a korlátlan mozgásszabadság érdekében<br />Méretek: H x Sz x H: 24 x 27 x 40 cm, fogantyú magassága 32 cm, ülés szélessége: min. 21 cm<br />Németországban fejlesztették ki a játékok európai biztonsági szabványának (EN 71) megfelelően<br /> A roba slide ""Monster"" nagyszerű ajándék 12 hónapos és 3 éves gyermekek számára.<br />Ülőrész anyaga bőr";"";"";"1";"";"1";"0";"0";"";""
"F002";" Safety 1st Auto Close biztonsági rács  73-80cm";"1";"8653.5433";"10990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új</strong></span><br /><strong>Esztétikailag sérült bontott doboz</strong><br />-Az U alakú keret 4 nyomásponttal garantálja a szilárd tartást, és nem igényel fúrást<br />-Az ajtó biztonsági kapujának ergonómikus fogantyúja lehetővé teszi a szülők számára, hogy egy kézzel könnyen kinyithassák, a gyermekek azonban nem<br />-Termék méretek 73 x 4,5 x 80 cm; 4,6 kilogramm<br />-Ajtaja mindkét irányba nyílik<br />-FIGYELEM - Ezt a biztonsági korlátot nem szabad az ablakokra helyezni.<br />-FIGYELEM - Soha ne használja fali tartó nélkül (a termékhez minden tartó szükséges).<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"A008";"BabyDan Biztonsági Rács 100x70cm";"1";"11015.748";"13990";"<!HTML KOD><p><strong>Bontott, sérült dobozos termék</strong><br />Kisgyermekek számára megalkotott biztonsági rács<br />73,5-80 cm-es nyílás befedésére alkalmas<br />100 cm magas<br />Könnyedén az ajtókerethez illeszthető<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"G071";"Hauck Open N Stop biztonsági ajtórács";"1";"5897.6378";"7490";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, bontott esztétikailag sérült doboz</strong></span><br />Szélessége (cm): 75-80<br />A hozzá használható toldók/bővítők mérete: 21, 9<br />Maximális szélesség vásárolható toldókkal (bővítőkkel) együtt (cm): 122<br />Rögzíthető: ajtókeretbe<br />Önfeszítő rendszerű<br />Dupla biztonsági zárszerkezet (gyerekzár)<br />Ajtaja mindkét irányba nyílik<br />Egy kézzel nyitható, csukható<br />Anyaga: acél<br />Magassága (cm): 77</p>";"";"";"1";"";"0";"0";"0";"";""
"R005";"HAUCK Stop N Safe KD +21cm toldó";"2";"10228.3465";"12990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új</strong></span><br /><span style=""color: #ff0000;""><strong>Esztétikailag sérült bontott doboz</strong></span><br />Szélessége (cm): 75-80, 96-101<br />Az árban benne van: toldó<br />Rögzíthető: ajtókeretbe<br />Önfeszítő rendszerű<br />Dupla biztonsági zárszerkezet (gyerekzár)<br />Ajtaja mindkét irányba nyílik<br />Egy kézzel nyitható, csukható<br />Anyaga: fém<br />Magassága (cm): 77</p>";"";"";"1";"";"no";"0";"1";"";""
"H135";"LEMKA Biztonsági ajtórács 79-105cm-ig";"2";"12590.5512";"15990";"Biztonságos és zökkenőmentes kialakítás<br />Kettős reteszelő rendszer<br />Könnyen telepíthető<br />Jól variálható szélesség a két darab toldó segítségével<br />79-105 cm széles nyílásokhoz jó<br />76cm magas<br />Biztonsági rács+ 7cm-es toldó+14cm-es toldó<br />                <br />               <br />      ";"";"";"1";"";"1";"0";"0";"";""
"F003";"Munchkin Maxi-Secure biztonsági rács 76-82cm-ig+Toldó 28cm";"1";"13377.9528";"16990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, esztétikailag sérült bontott csomagolás</strong></span><br />-Maximális szélesség toldóval (bővítőkkel) együtt (cm): 117<br />-Rögzíthető: ajtókeretbe, átjáróba<br />-Önfeszítő rendszerű<br />-Dupla biztonsági zárszerkezet (gyerekzár)<br />-Ajtaja mindkét irányba nyílik<br />-Egy kézzel nyitható, csukható<br />-Anyaga: fém<br />-Magassága (cm): 75<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"A003";"Safety 1st Biztonsági Kapu 73-80,5 cm-ig";"1";"9370.0787";"11900";"<!HTML KOD><p><strong>Bontott, sérült csomagolás</strong><br />Szélessége (cm): 73-80,5<br />Rögzíthető: ajtókeretbe<br />Önfeszítő rendszerű<br />Dupla biztonsági zárszerkezet (gyerekzár)<br />Ajtaja mindkét irányba nyílik<br />Egy kézzel nyitható, csukható<br />Anyaga: fa<br />Magassága (cm): 77<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"R002";"Safety 1st Quick Close 73-80 cm";"1";"7472.4409";"9490";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Használt, jó állapot, apróbb esztétikai sérülés</strong></span><br /><strong>Esztétikailag sérült bontott doboz</strong><br />-Az U alakú keret 4 nyomásponttal garantálja a szilárd tartást, és nem igényel fúrást<br />-Az ajtó biztonsági kapujának ergonómikus fogantyúja lehetővé teszi a szülők számára, hogy egy kézzel könnyen kinyithassák, a gyermekek azonban nem<br />-Termék méretek 73 x 4,5 x 80 cm; 4,6 kilogramm</p>";"";"";"1";"";"1";"0";"0";"";""
"G062";"Safety 1st u pressure fit easy close metal biztonsági rács";"1";"8653.5433";"10990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, Bontott dobozos termék</strong></span><br />73-80cm nyíláshoz illik<br />Magasság: 74cm<br />Kétirányú nyitás</p>";"";"";"1";"";"1";"0";"0";"";""
"H136";"VOUNOT Biztonsági rács 300cm";"2";"23614.1732";"29990";"Teljes hossz: 300 cm, magasság: 75 cm, súly: 11,9 kg, az egyes elemek méretei: 60 x 75 cm (5 darab).<br />A kandallóvédő porszórt vasból készül, masszív és tartós. <br />Védje gyermekeit és háziállatait a veszélyektől.<br />A biztonsági kaput a helytakarékosság érdekében gyorsan össze lehet hajtani és el lehet tárolni. <br />Az  átjárókapu biztonsági zárral van ellátva<br />A konfigurációs rács alakját és darabját tetszés szerint megváltoztathatja. <br />A kapu kiválóan alkalmas kandallókapuként, akadálykapuként, biztonsági kapuként, <br />gyermekkapuként";"";"";"1";"";"1";"0";"0";"";""
"H165";"Chicco Gro-Up autós gyerekülés, 1-12 éves korig, Pearl";"2";"29913.3858";"37990";"<!HTML KOD><p><strong>Új, kiállított darab volt</strong><br />A Chicco Gro-Up három korcsoportot foglal magában: <br />1/2/3 korcsoportok, 9-36 kg testsúlyig, <br />kb. 1 éves kortól 10/12 éves korig, amíg szükség van gyerekülés használatára az autóban.<br />Autóba rögzítés: az autó 3-pontos biztonsági övével. <br />1-4 éves korra készült a szűkítőpárna, mely 3D lélegző nechálóval ellátott a nagyon jó légáteresztés érdekében.<br />A fejtámla és a biztonsági öv a gyermek magasságának megfelelően állítható.<br />Erős vázszerkezet, kényelmes ülőrész.<br />Gyermek bekötése biztonsági övvel: 4 éves korig a gyerekülésben lévő belső 5-pontos biztonsági övvel kötjük be a gyermeket.<br />4 éves kor felett a belső biztonsági öv kivehető, és már az autó 3-pontos biztonsági övével lehet a gyermeket bekötni, <br />illetve iskolás kortól a gyermek már magát köti be.<br />Levehető és mosható huzat 30°C-on. <br />Az autósülés huzata egyszerűen levehető, anélkül, hogy ki kellene venni a belső biztonsági övet. </p>";"";"";"1";"";"1";"0";"0";"";""
"D018";"Foppapedretti Babyroad gyerekülés";"1";"13377.9528";"16990";"<!HTML KOD><p><strong>-Bontott dobozos termék, esztétikailag sérült csomagolás</strong><br />-állítható magasságú fejtámlával<br />-Ajánlott súlyhatár:9-36kg között<br />-Rögzités: a jármű biztonsági övével (ISOFIX nélkül)<br />-Állítható 5 pontos biztonsági öv vállvédővel<br />-Levehető és mosható huzat<br />-Az ülés nem dönthető<br />-Méretek H x Sz x M 44 x 50 x 71 centiméter<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"1";"0";"0";"";""
"G080";"Lionelo Nico biztonsági Gyerekülés 9-36kg";"2";"17314.9606";"21990";"– Gr. 1/2/3, 9-36 kg-ig használható (9 hónapos kortól 12 éves korig)<br />– Fejtámla magasságban állítható<br />– 5 pontos biztonsági öv<br />– Központi övfeszítő rendszer<br />– Övpárna<br />– A háttámla levételével ülésmagasítóként is használható<br />– A háttámla nem dönthető, azonban felveszi az autó ülésének dőlésszögét<br />– Huzata levehető, mosható<br />– ECE R 44/04-es szabvány<br />– 9-18 kg: menetiránynak megegyezően az autó biztonsági övével rögzíthető<br />– 15 kg-től: az autó 3 pontos övével, a gyermek előtt elvezetve";"";"";"1";"";"no";"0";"1";"";""
"F020";"Nania Beline Autósülés";"1";"11803.1496";"14990";"- Terhelhetősége: 9-36 kg<br />- Párnázott, állítható fejtámla<br />- Oldalsó biztonsági rendszer<br />- 5 pontos biztonsági öv<br />- Állítható övmagasság<br />- Az autó 3 pontos biztonsági övével rögzíthető<br />- Levehető, mosható huzat<br />- Belső ülésszűkítő<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H164";"Nania Beline autósülés";"2";"11803.1496";"14990";"Új, bontott csomagolás<br />Tulajdonságai:<br />- 9-36 kg-ig használható<br />- Vállpánton állítható övfeszítés<br />- Állítható magasságú fejtámasz<br />- Levehető háttámla, levehető huzat<br />-5 pontos öv";"";"";"1";"";"1";"0";"0";"";""
"H166";"Nania Beline Autósülés";"2";"11803.1496";"14990";"- Terhelhetősége: 9-36 kg<br />- Párnázott, állítható fejtámla<br />- Oldalsó biztonsági rendszer<br />- 5 pontos biztonsági öv<br />- Állítható övmagasság<br />- Az autó 3 pontos biztonsági övével rögzíthető<br />- Levehető, mosható huzat<br />- Belső ülésszűkítő<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"G081";"Nania Beline Gruppe 2/3 (von 15 bis 36 kg)";"2";"10622.0472";"13490";"2/3-as csoport, háttámlával ellátott ülés, 15 kg és 36 kg közötti gyermekek számára.<br />Karfák a nagyobb kényelem érdekében<br />Levehető huzat, kézzel mosható.<br />Állítható magasságú fejtámla<br />Oldalvédők";"";"";"1";"";"1";"0";"0";"";""
"H007";"Nania Mycarsit  9-36kg-ig";"2";"11803.1496";"14990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, csomagolás nélküli termék</strong></span><br /><span style=""color: #ff0000;""><strong>Az isofix része hibás</strong></span><br />1/2/3-os csoport<br />9-36 kg-os gyermekek számára.<br />A kartámaszok a nagyobb kényelem érdekében<br />Oldalsó védők<br />5 pontos biztonságiöv kettős állítással a vállakon a jobb tartás érdekében<br />Kivehető és kézzel mosható fejtámla állítható magasságban</p>";"";"";"1";"";"1";"0";"0";"";""
"C094";"Nurse by Jan Gyerekülés fekete 15-36kg-ig";"1";"19677.1654";"24990";"<!HTML KOD><p><strong>-Bontott dobozos termék, esztétikailag sérült csomagolás</strong><br />Szín Fekete<br />Méretek H x Sz x M 42 x 42 x 68 centiméter<br />Tárgy súlya 6,3 kg<br />Maximális súly 36 kilogramm<br />Szerelés autóövvel</p>";"";"";"1";"";"1";"0";"0";"";""
"A014";"Babybjörn Bili";"1";"5740.1575";"7290";"-Gyermeked könnyen megtanulhatja a Babybjörn bili használatát<br />-A masszív bili az alsó szélén lévő csúszásgátló guminak köszönhetően nem mozdul el a padlón<br />-A gyermek kényelmesen nekidőlhet az emelt háttámlának<br />-A bili lekerekített szélű, ergonomikus kialakítása a gyermek kényelméről gondoskodik<br />-Elég a bili belső részét kivenni<br />-A bili 8 hónapos kortól ajánlott<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"D095";"Fisher-Price P4326 gyerek bili (Németül Énekel)";"1";"7866.1417";"9990";"<!HTML KOD><p><strong>-Új Ellenőrzés miatt bontott doboz</strong><br />-A Fisher-Price My Potty Friend valódi wc hatása van<br />-A fedél kinyílik és bezáródik<br />-Az edény eltávolítható a könnyebb tisztítás érdekében<br />-Ülésmagasság kb. 18 cm Normál WC-ülésen is használható, könnyen tisztítható</p>";"";"";"1";"";"1";"0";"0";"";""
